restaurant_id,text,stars
gAAAAABnUs7RopkxL0xF0TS2267hDxD8msbKs7xMnlgnQ2yglCp0CAnkF_NqVIBg1huGlxEg9fc9ttWkYVnJE13auQ11PD8Uu-2h7AGwwpjHdQ-vI6alkgs=,"L'une des meilleures pizza que j'ai mangé.
 Je me rappelle de l'époque où ils ont ouvert c'était très bon et ça l'est toujours. C'est rare qu'on garde la même qualité voir amélioré.
 Bravo l'équipe. le menu est sur les images",5
gAAAAABnUs7RopkxL0xF0TS2267hDxD8msbKs7xMnlgnQ2yglCp0CAnkF_NqVIBg1huGlxEg9fc9ttWkYVnJE13auQ11PD8Uu-2h7AGwwpjHdQ-vI6alkgs=,Pizza excellente surtout les crèmes fraîches...la boisée,5
gAAAAABnUs7RopkxL0xF0TS2267hDxD8msbKs7xMnlgnQ2yglCp0CAnkF_NqVIBg1huGlxEg9fc9ttWkYVnJE13auQ11PD8Uu-2h7AGwwpjHdQ-vI6alkgs=,Pour être honnête une équipes accueillent qualité de service surtout la propreté 10/10 mais côté pizza vraiment nul que ce soit goût pâte est surtout prix excessivement chère je remettrais plus les pied slm,1
gAAAAABnUs7RV2LPGTfy8nAlTb12XsO0LJthMaq1O86zLv5V7_78pGwv9inS8EjUmJqj3hX8deyEuXs_5Sqf765COJW6S1CbbqbdZKRVTvIKa5e9byVdHyw=,Endroit tres simpa et leur wrap je valide,5
gAAAAABnUs7RV2LPGTfy8nAlTb12XsO0LJthMaq1O86zLv5V7_78pGwv9inS8EjUmJqj3hX8deyEuXs_5Sqf765COJW6S1CbbqbdZKRVTvIKa5e9byVdHyw=,Tout était au top franchement service et bouf merci je recommande vivement,5
gAAAAABnUs7RV2LPGTfy8nAlTb12XsO0LJthMaq1O86zLv5V7_78pGwv9inS8EjUmJqj3hX8deyEuXs_5Sqf765COJW6S1CbbqbdZKRVTvIKa5e9byVdHyw=,"Big flop "" HOTSPOT "" Kouba alors la j'ai reconnu que le pain franchement c'est une catastrophe
 Attente incroyable
 Goût 3.5/10 
 fb: ragheb said",2
gAAAAABnUs7RV2LPGTfy8nAlTb12XsO0LJthMaq1O86zLv5V7_78pGwv9inS8EjUmJqj3hX8deyEuXs_5Sqf765COJW6S1CbbqbdZKRVTvIKa5e9byVdHyw=,"Nice place to hang out and chill, food is average, portions are minimal to ridiculously small. The same stuff again and again all over town, more attitude than actual cuisine.",2
gAAAAABnUs7RV2LPGTfy8nAlTb12XsO0LJthMaq1O86zLv5V7_78pGwv9inS8EjUmJqj3hX8deyEuXs_5Sqf765COJW6S1CbbqbdZKRVTvIKa5e9byVdHyw=,C super rien a dire,5
gAAAAABnUs7RV2LPGTfy8nAlTb12XsO0LJthMaq1O86zLv5V7_78pGwv9inS8EjUmJqj3hX8deyEuXs_5Sqf765COJW6S1CbbqbdZKRVTvIKa5e9byVdHyw=,"Vraiment j'adore, la cuisine est super bonne surtout les burger, le pain est comme une brioche, super léger. Bien garnis et leurs photo ne trompe pas. Nous avions aussi pris des nouilles succulente.
 Les boissons aussi sont très bonnes. Le petit bémol serait le stationnement plutôt difficile à trouver.
 C'est très grand à l'intérieur avec une jolies déco.",5
gAAAAABnUs7RV2LPGTfy8nAlTb12XsO0LJthMaq1O86zLv5V7_78pGwv9inS8EjUmJqj3hX8deyEuXs_5Sqf765COJW6S1CbbqbdZKRVTvIKa5e9byVdHyw=,Tres belle experience je recommande vivement merci pr l’accueil et la bouffe,5
gAAAAABnUs7RV2LPGTfy8nAlTb12XsO0LJthMaq1O86zLv5V7_78pGwv9inS8EjUmJqj3hX8deyEuXs_5Sqf765COJW6S1CbbqbdZKRVTvIKa5e9byVdHyw=,"Service parfait
 Qualité de la. Bouffe parfaite
 Personnel sympa",5
gAAAAABnUs7RV2LPGTfy8nAlTb12XsO0LJthMaq1O86zLv5V7_78pGwv9inS8EjUmJqj3hX8deyEuXs_5Sqf765COJW6S1CbbqbdZKRVTvIKa5e9byVdHyw=,"Très bon coin, très belle ambiance, décoration très sympa, et un accueil chaleureux surtt de la part de Karim. A essayé vous allez aimer",5
gAAAAABnUs7RV2LPGTfy8nAlTb12XsO0LJthMaq1O86zLv5V7_78pGwv9inS8EjUmJqj3hX8deyEuXs_5Sqf765COJW6S1CbbqbdZKRVTvIKa5e9byVdHyw=,Une ambiance tres calme endroit familial agréable je recommande,5
gAAAAABnUs7RV2LPGTfy8nAlTb12XsO0LJthMaq1O86zLv5V7_78pGwv9inS8EjUmJqj3hX8deyEuXs_5Sqf765COJW6S1CbbqbdZKRVTvIKa5e9byVdHyw=,"a l'époque c'était l'un des meilleurs restaurant street food mais maintenant il est devenu nul, augmentation des prix et baisse de la qualité et de la quantité ce qui est typiquement algérien malheureusement",2
gAAAAABnUs7REqsu2HhSt3GTN6RINqKNYIl-5I9uY6aeP_eInkI3o-JBwnwpmXZ-Dgiqp6rTeNmnlUv7qxk0DuBfNbgQaB6nSTkf7AB3eXj9KDzED3OU9H0=,سوندويتش بارد تقول كان كونجلي و طاكوس ناشف و الفريت يبان بايت أسوء و أغلى سوندويتش و طاكوس كليتو فحياتي,1
gAAAAABnUs7REqsu2HhSt3GTN6RINqKNYIl-5I9uY6aeP_eInkI3o-JBwnwpmXZ-Dgiqp6rTeNmnlUv7qxk0DuBfNbgQaB6nSTkf7AB3eXj9KDzED3OU9H0=,اسوء سندويتش كليتو في حياتي ، كذبة,1
gAAAAABnUs7REqsu2HhSt3GTN6RINqKNYIl-5I9uY6aeP_eInkI3o-JBwnwpmXZ-Dgiqp6rTeNmnlUv7qxk0DuBfNbgQaB6nSTkf7AB3eXj9KDzED3OU9H0=,Trop bon❤,5
gAAAAABnUs7REqsu2HhSt3GTN6RINqKNYIl-5I9uY6aeP_eInkI3o-JBwnwpmXZ-Dgiqp6rTeNmnlUv7qxk0DuBfNbgQaB6nSTkf7AB3eXj9KDzED3OU9H0=,Trop trop bon,5
gAAAAABnUs7REqsu2HhSt3GTN6RINqKNYIl-5I9uY6aeP_eInkI3o-JBwnwpmXZ-Dgiqp6rTeNmnlUv7qxk0DuBfNbgQaB6nSTkf7AB3eXj9KDzED3OU9H0=,Trop trop bon service rapide et son trop gentil,5
gAAAAABnUs7REqsu2HhSt3GTN6RINqKNYIl-5I9uY6aeP_eInkI3o-JBwnwpmXZ-Dgiqp6rTeNmnlUv7qxk0DuBfNbgQaB6nSTkf7AB3eXj9KDzED3OU9H0=,Je vous le conseille c trop bon et le service et top 5 étoiles a toi bonne courage,5
gAAAAABnUs7REqsu2HhSt3GTN6RINqKNYIl-5I9uY6aeP_eInkI3o-JBwnwpmXZ-Dgiqp6rTeNmnlUv7qxk0DuBfNbgQaB6nSTkf7AB3eXj9KDzED3OU9H0=,أَجواء,3
gAAAAABnUs7REqsu2HhSt3GTN6RINqKNYIl-5I9uY6aeP_eInkI3o-JBwnwpmXZ-Dgiqp6rTeNmnlUv7qxk0DuBfNbgQaB6nSTkf7AB3eXj9KDzED3OU9H0=,Service 2/10,1
gAAAAABnUs7REqsu2HhSt3GTN6RINqKNYIl-5I9uY6aeP_eInkI3o-JBwnwpmXZ-Dgiqp6rTeNmnlUv7qxk0DuBfNbgQaB6nSTkf7AB3eXj9KDzED3OU9H0=,Aucune saveur la bouffe est arrivée froide et fade MM si je ss à babzouar aussi,2
gAAAAABnUs7REqsu2HhSt3GTN6RINqKNYIl-5I9uY6aeP_eInkI3o-JBwnwpmXZ-Dgiqp6rTeNmnlUv7qxk0DuBfNbgQaB6nSTkf7AB3eXj9KDzED3OU9H0=,Just perfect !!!,5
gAAAAABnUs7REqsu2HhSt3GTN6RINqKNYIl-5I9uY6aeP_eInkI3o-JBwnwpmXZ-Dgiqp6rTeNmnlUv7qxk0DuBfNbgQaB6nSTkf7AB3eXj9KDzED3OU9H0=,Je suis vraiment choqué !!Service très lent +30 min serveur may3rfch yhdr m3a les clients lmakla mchi haja tacos nachef,1
gAAAAABnUs7REqsu2HhSt3GTN6RINqKNYIl-5I9uY6aeP_eInkI3o-JBwnwpmXZ-Dgiqp6rTeNmnlUv7qxk0DuBfNbgQaB6nSTkf7AB3eXj9KDzED3OU9H0=,"Vraiment une très mauvaise expérience
 On m'a livré ma commande moi et mes amis après 1h30 min
 Le pain pour les sandwich 9dim 9dim 9dim
 Fromage n'a pas de goût
 Les frites fromagère catastrophe yabssin 9dem pas de goût juste le goût de l'huile de friture 9dim",1
gAAAAABnUs7REqsu2HhSt3GTN6RINqKNYIl-5I9uY6aeP_eInkI3o-JBwnwpmXZ-Dgiqp6rTeNmnlUv7qxk0DuBfNbgQaB6nSTkf7AB3eXj9KDzED3OU9H0=,ما كاش بنة شغل راك تاكل في الكارطون و المكلا يجيبهاك باردة. باين يكون موجدها من الصباح مارانيش نزيد عليها لا ما امنتش سيي,1
gAAAAABnUs7REqsu2HhSt3GTN6RINqKNYIl-5I9uY6aeP_eInkI3o-JBwnwpmXZ-Dgiqp6rTeNmnlUv7qxk0DuBfNbgQaB6nSTkf7AB3eXj9KDzED3OU9H0=,"Food 4/10
 Burger 5/10
 Nuggets 2/10
 Fries with cheese 8/10",3
gAAAAABnUs7RopkxL0xF0TS2267hDxD8msbKs7xMnlgnQ2yglCp0CAnkF_NqVIBg1huGlxEg9fc9ttWkYVnJE13auQ11PD8Uu-2h7AGwwpjHdQ-vI6alkgs=,Pizza caré khir menha,1
gAAAAABnUs7RopkxL0xF0TS2267hDxD8msbKs7xMnlgnQ2yglCp0CAnkF_NqVIBg1huGlxEg9fc9ttWkYVnJE13auQ11PD8Uu-2h7AGwwpjHdQ-vI6alkgs=,"Price is fair for the quality of the pizza and the taste was good, it was cheesy…:however I found a hair on the pizza so I wish hygiene like wearing gloves and hair nets would be applied here. The service was quick, but I did go in the afternoon.",4
gAAAAABnUs7RopkxL0xF0TS2267hDxD8msbKs7xMnlgnQ2yglCp0CAnkF_NqVIBg1huGlxEg9fc9ttWkYVnJE13auQ11PD8Uu-2h7AGwwpjHdQ-vI6alkgs=,Qualité acceptable prix cher,2
gAAAAABnUs7RopkxL0xF0TS2267hDxD8msbKs7xMnlgnQ2yglCp0CAnkF_NqVIBg1huGlxEg9fc9ttWkYVnJE13auQ11PD8Uu-2h7AGwwpjHdQ-vI6alkgs=,Infecte infecto infectota nooooo la pâte yabsa catastrophe la sauce tomate goût indus o zido ya nas 1000 da,1
gAAAAABnUs7RopkxL0xF0TS2267hDxD8msbKs7xMnlgnQ2yglCp0CAnkF_NqVIBg1huGlxEg9fc9ttWkYVnJE13auQ11PD8Uu-2h7AGwwpjHdQ-vI6alkgs=,"Service assez long, mais la pizza est très très bonne avec des ingrédients frais",5
gAAAAABnUs7RopkxL0xF0TS2267hDxD8msbKs7xMnlgnQ2yglCp0CAnkF_NqVIBg1huGlxEg9fc9ttWkYVnJE13auQ11PD8Uu-2h7AGwwpjHdQ-vI6alkgs=,Une des meilleures pizza sur Alger,5
gAAAAABnUs7RopkxL0xF0TS2267hDxD8msbKs7xMnlgnQ2yglCp0CAnkF_NqVIBg1huGlxEg9fc9ttWkYVnJE13auQ11PD8Uu-2h7AGwwpjHdQ-vI6alkgs=,"Best pizza in Algeria
 I will visit soon inchlh
 Hic......",5
gAAAAABnUs7RopkxL0xF0TS2267hDxD8msbKs7xMnlgnQ2yglCp0CAnkF_NqVIBg1huGlxEg9fc9ttWkYVnJE13auQ11PD8Uu-2h7AGwwpjHdQ-vI6alkgs=,طيب جدا اللهم بارك,5
gAAAAABnUs7RopkxL0xF0TS2267hDxD8msbKs7xMnlgnQ2yglCp0CAnkF_NqVIBg1huGlxEg9fc9ttWkYVnJE13auQ11PD8Uu-2h7AGwwpjHdQ-vI6alkgs=,Un bien grand nom pour ce que c'est. Très déçue.,2
gAAAAABnUs7RopkxL0xF0TS2267hDxD8msbKs7xMnlgnQ2yglCp0CAnkF_NqVIBg1huGlxEg9fc9ttWkYVnJE13auQ11PD8Uu-2h7AGwwpjHdQ-vI6alkgs=,"مطعم مختص في البيتزا جميل و عائلي البيتزا رائعة الاسعار معقولة
 Jolie petite pizzerias convivial les pizzas sont délicieuses les prix sont raisonnables par apport au qualité dès ingrédients le service est rapide je vous le conseille",5
gAAAAABnUs7RopkxL0xF0TS2267hDxD8msbKs7xMnlgnQ2yglCp0CAnkF_NqVIBg1huGlxEg9fc9ttWkYVnJE13auQ11PD8Uu-2h7AGwwpjHdQ-vI6alkgs=,"Très décevant..un contraste frappant entre la richesse du menu et la qualité des pizzas !
 Son menu est très riche et varié et séduisant avec ses ingrédients cités dans chaque type de pizza ..mais en réalité la pizza est très maigre ..le goût est très normal..et on n' arrive pas a déguster les ingrédients cités.. la pâte est médiocre..on dirait de la kessra..ça n'a rien a voir avec la pizza ..
 Les tables et les chaises ne sont pas du tt confortable..la salle est petite et suffocante avec un décore suffocant...
 J'étais très très déçu ..par rapport à ce que j'ai entendu et par rapport au menu ..la réalité est autre chose .. malheureusement",2
gAAAAABnUs7RopkxL0xF0TS2267hDxD8msbKs7xMnlgnQ2yglCp0CAnkF_NqVIBg1huGlxEg9fc9ttWkYVnJE13auQ11PD8Uu-2h7AGwwpjHdQ-vI6alkgs=,Very poor quality of pizza! The dough feels like a week old and the taste is gross! I can't believe the high prices and reviews for this restaurant. I hope my review will help someone avoid this catastrophic restaurant.,1
gAAAAABnUs7RopkxL0xF0TS2267hDxD8msbKs7xMnlgnQ2yglCp0CAnkF_NqVIBg1huGlxEg9fc9ttWkYVnJE13auQ11PD8Uu-2h7AGwwpjHdQ-vI6alkgs=,Pizza froide et trop cuite brûler,1
gAAAAABnUs7RopkxL0xF0TS2267hDxD8msbKs7xMnlgnQ2yglCp0CAnkF_NqVIBg1huGlxEg9fc9ttWkYVnJE13auQ11PD8Uu-2h7AGwwpjHdQ-vI6alkgs=,"Propre.
 Un des meilleurs endroits sur Alger pour déguster une très bonne pizza. On vous conseilles sur place pour avoir un maximum de qualité.
 Les pizzas sont toujours meilleurs en sortant tout juste du four.",5
gAAAAABnUs7REqsu2HhSt3GTN6RINqKNYIl-5I9uY6aeP_eInkI3o-JBwnwpmXZ-Dgiqp6rTeNmnlUv7qxk0DuBfNbgQaB6nSTkf7AB3eXj9KDzED3OU9H0=,"C grave ana nqolo wesh dji la sauce ail hewa yqoli thoum nrmlm yqolo wesh fiha o ytwelo bzeff f la commande
 Myearfch yhder avec les clientes",1
gAAAAABnUs7REqsu2HhSt3GTN6RINqKNYIl-5I9uY6aeP_eInkI3o-JBwnwpmXZ-Dgiqp6rTeNmnlUv7qxk0DuBfNbgQaB6nSTkf7AB3eXj9KDzED3OU9H0=,Super rapide livraison,5
gAAAAABnUs7REqsu2HhSt3GTN6RINqKNYIl-5I9uY6aeP_eInkI3o-JBwnwpmXZ-Dgiqp6rTeNmnlUv7qxk0DuBfNbgQaB6nSTkf7AB3eXj9KDzED3OU9H0=,"Après avoir essayé ce restaurant, je suis déçu. Les plats manquaient de saveur et le service était lent et peu attentionné. Je ne le recommanderais pas.",1
gAAAAABnUs7REqsu2HhSt3GTN6RINqKNYIl-5I9uY6aeP_eInkI3o-JBwnwpmXZ-Dgiqp6rTeNmnlUv7qxk0DuBfNbgQaB6nSTkf7AB3eXj9KDzED3OU9H0=,Everything was good but 700 DA for a 1 km delivery is insane,4
gAAAAABnUs7REqsu2HhSt3GTN6RINqKNYIl-5I9uY6aeP_eInkI3o-JBwnwpmXZ-Dgiqp6rTeNmnlUv7qxk0DuBfNbgQaB6nSTkf7AB3eXj9KDzED3OU9H0=,Place non familliale mes le service de la nourriture,3
gAAAAABnUs7REqsu2HhSt3GTN6RINqKNYIl-5I9uY6aeP_eInkI3o-JBwnwpmXZ-Dgiqp6rTeNmnlUv7qxk0DuBfNbgQaB6nSTkf7AB3eXj9KDzED3OU9H0=,Degeu lasse n aller pas,1
gAAAAABnUs7REqsu2HhSt3GTN6RINqKNYIl-5I9uY6aeP_eInkI3o-JBwnwpmXZ-Dgiqp6rTeNmnlUv7qxk0DuBfNbgQaB6nSTkf7AB3eXj9KDzED3OU9H0=,le pain du burger n’est pas bon le morceau de viande et minuscule le service et trop lent et le prix est cher,2
gAAAAABnUs7REqsu2HhSt3GTN6RINqKNYIl-5I9uY6aeP_eInkI3o-JBwnwpmXZ-Dgiqp6rTeNmnlUv7qxk0DuBfNbgQaB6nSTkf7AB3eXj9KDzED3OU9H0=,Service trop long meme a 2h du matin,1
gAAAAABnUs7REqsu2HhSt3GTN6RINqKNYIl-5I9uY6aeP_eInkI3o-JBwnwpmXZ-Dgiqp6rTeNmnlUv7qxk0DuBfNbgQaB6nSTkf7AB3eXj9KDzED3OU9H0=,"Nul , 30 min de retard , serveur impoli ,",1
gAAAAABnUs7REqsu2HhSt3GTN6RINqKNYIl-5I9uY6aeP_eInkI3o-JBwnwpmXZ-Dgiqp6rTeNmnlUv7qxk0DuBfNbgQaB6nSTkf7AB3eXj9KDzED3OU9H0=,"A deconseiller
 Un acceuil pas a la hauteur
 Lea serveurs netaient pas acceuilllants
 On a beaucoup attendu
 Pour la nourriture elle netait pas du tout savoureuse ni bonne",1
gAAAAABnUs7RV2LPGTfy8nAlTb12XsO0LJthMaq1O86zLv5V7_78pGwv9inS8EjUmJqj3hX8deyEuXs_5Sqf765COJW6S1CbbqbdZKRVTvIKa5e9byVdHyw=,"L'atmosphère était agréable, les serveurs étaient sympathiques et la nourriture était délicieuse, le tout à un prix raisonnable.",5
gAAAAABnUs7RV2LPGTfy8nAlTb12XsO0LJthMaq1O86zLv5V7_78pGwv9inS8EjUmJqj3hX8deyEuXs_5Sqf765COJW6S1CbbqbdZKRVTvIKa5e9byVdHyw=,A recommander,5
gAAAAABnUs7RV2LPGTfy8nAlTb12XsO0LJthMaq1O86zLv5V7_78pGwv9inS8EjUmJqj3hX8deyEuXs_5Sqf765COJW6S1CbbqbdZKRVTvIKa5e9byVdHyw=,"Très délicieux
 Original
 Personnel très accueillant
 Très propre
 Qualité Prix
 Bravo et bonne continuation",5
gAAAAABnUs7RV2LPGTfy8nAlTb12XsO0LJthMaq1O86zLv5V7_78pGwv9inS8EjUmJqj3hX8deyEuXs_5Sqf765COJW6S1CbbqbdZKRVTvIKa5e9byVdHyw=,"Ils font de la bonne nourriture, le restau est vaste, l'assise est bien on est alaise l'équipe qui travaille est aimable bref je recommande",4
gAAAAABnUs7RV2LPGTfy8nAlTb12XsO0LJthMaq1O86zLv5V7_78pGwv9inS8EjUmJqj3hX8deyEuXs_5Sqf765COJW6S1CbbqbdZKRVTvIKa5e9byVdHyw=,"Délicieux ! Service rapide
 Un espace assez grand on est alaise
 qualité prix 
 je recommande",5
gAAAAABnUs7RV2LPGTfy8nAlTb12XsO0LJthMaq1O86zLv5V7_78pGwv9inS8EjUmJqj3hX8deyEuXs_5Sqf765COJW6S1CbbqbdZKRVTvIKa5e9byVdHyw=,"J'y suis allé en soirée et à vrai dire j'ai été agréablement surpris la déco est juste sublime on a commandé des wrap et un plat libanais avec des sortes de grillade c'était très bon
 L'accueil était très sympa service peut être un petit peu long bon y avais du monde c'est vrai mais sinon c'était vraiment une très belle expérience a refaire inshallah",5
gAAAAABnUs7RV2LPGTfy8nAlTb12XsO0LJthMaq1O86zLv5V7_78pGwv9inS8EjUmJqj3hX8deyEuXs_5Sqf765COJW6S1CbbqbdZKRVTvIKa5e9byVdHyw=,"It was a really good experience for me, and for my family it was a nice spot for real",5
gAAAAABnUs7RV2LPGTfy8nAlTb12XsO0LJthMaq1O86zLv5V7_78pGwv9inS8EjUmJqj3hX8deyEuXs_5Sqf765COJW6S1CbbqbdZKRVTvIKa5e9byVdHyw=,"Le service est médiocre, les plats sont bien avec une moyenne",3
gAAAAABnUs7RV2LPGTfy8nAlTb12XsO0LJthMaq1O86zLv5V7_78pGwv9inS8EjUmJqj3hX8deyEuXs_5Sqf765COJW6S1CbbqbdZKRVTvIKa5e9byVdHyw=,"I went there with my family for a dinner .
 Incredible service the food was most
 definitely delicious healthy and mouth watering food. Was incredibly happy with the prices and how the food was presented! Hotspot has now become one of my favourite restaurants! I definitely recommend this restaurant for everyone !",5
gAAAAABnUs7RV2LPGTfy8nAlTb12XsO0LJthMaq1O86zLv5V7_78pGwv9inS8EjUmJqj3hX8deyEuXs_5Sqf765COJW6S1CbbqbdZKRVTvIKa5e9byVdHyw=,Nul. Service tres lent. La nourriture est tres moyenne. La sauce fromagère utilisée est frauduleuse (raclette a 600da faut doser). Si un barème négatif existait je n’aurais pas hésité à en faire usage pour noter ce restaurant.,1
gAAAAABnUs7RV2LPGTfy8nAlTb12XsO0LJthMaq1O86zLv5V7_78pGwv9inS8EjUmJqj3hX8deyEuXs_5Sqf765COJW6S1CbbqbdZKRVTvIKa5e9byVdHyw=,Déco sympa. J'ai bien aimé le concept de self service pour le bar à sauce. Le Burger américain n'était pas fameux mais j'ai bien aimé la brochette de poulet pondu . En tout cas c'est à essayer. Seul inconvénient c'est le service qui est un peu long surtout si on est pressé.,3
gAAAAABnUs7RV2LPGTfy8nAlTb12XsO0LJthMaq1O86zLv5V7_78pGwv9inS8EjUmJqj3hX8deyEuXs_5Sqf765COJW6S1CbbqbdZKRVTvIKa5e9byVdHyw=,C'était pas mal sauf pour la levure je pense qu'ils en utilisent beaucoup vu qu'on arrive à la sentir et quelques heures après j'ai eu une réaction a la langue,2
gAAAAABnUs7RV2LPGTfy8nAlTb12XsO0LJthMaq1O86zLv5V7_78pGwv9inS8EjUmJqj3hX8deyEuXs_5Sqf765COJW6S1CbbqbdZKRVTvIKa5e9byVdHyw=,"Je recommande vivement ce restaurant, vraiment j'ai adoré, très calme et spacieux, très propre aussi, et pour la nourriture y'a rien à dire... très délicieuse, servie bien chaude et très bien présentée, le pain est préparé sur place et c'est trop bon aussi, ils ont sûrement un secret car tout est parfait.
 Pour les prix je trouve que c'est abordable vu la qualité de la nourriture et l'endroit.
 Pour les sanitaires c'est disponible.
 Pour le stationnement disponible au environs.",5
gAAAAABnUs7RV2LPGTfy8nAlTb12XsO0LJthMaq1O86zLv5V7_78pGwv9inS8EjUmJqj3hX8deyEuXs_5Sqf765COJW6S1CbbqbdZKRVTvIKa5e9byVdHyw=,"L'endroit est sympa, belle déco, les équipes sont dynamiques, polies et à l'écoute.
 Le concept des menus accrochés, aller chercher sa commande ne me dérange pas du tout, c'est un partie pris qui n'enlève en rien la qualité du service je trouve
 Par contre la nourriture est moyenne, nous avons tous pris des wraps, l'italien (que j'ai mangé) était assez sec, je sentais pas vraiment la mozza ou le poivron rouge. Les frites sont bonnes. Le pain est moelleux.
 Je reviendrai pour tester les autres options du menu (y a pas mal de choix)",3
gAAAAABnUs7RopkxL0xF0TS2267hDxD8msbKs7xMnlgnQ2yglCp0CAnkF_NqVIBg1huGlxEg9fc9ttWkYVnJE13auQ11PD8Uu-2h7AGwwpjHdQ-vI6alkgs=,Pizza très bonne et ambiance familiale et surtout rapide et propre,5
gAAAAABnUs7RopkxL0xF0TS2267hDxD8msbKs7xMnlgnQ2yglCp0CAnkF_NqVIBg1huGlxEg9fc9ttWkYVnJE13auQ11PD8Uu-2h7AGwwpjHdQ-vI6alkgs=,The best pizza,5
gAAAAABnUs7RopkxL0xF0TS2267hDxD8msbKs7xMnlgnQ2yglCp0CAnkF_NqVIBg1huGlxEg9fc9ttWkYVnJE13auQ11PD8Uu-2h7AGwwpjHdQ-vI6alkgs=,Après une commande passée avec Jumia Food nous avons été très déçu de la qualité des pizzas par rapport au prix payé.,1
gAAAAABnUs7RopkxL0xF0TS2267hDxD8msbKs7xMnlgnQ2yglCp0CAnkF_NqVIBg1huGlxEg9fc9ttWkYVnJE13auQ11PD8Uu-2h7AGwwpjHdQ-vI6alkgs=,Très bonne pizza l'une des meilleures sur la place d'Alger,5
gAAAAABnUs7RopkxL0xF0TS2267hDxD8msbKs7xMnlgnQ2yglCp0CAnkF_NqVIBg1huGlxEg9fc9ttWkYVnJE13auQ11PD8Uu-2h7AGwwpjHdQ-vI6alkgs=,"Excellentes pizzas
 Les ingrédients utilisés sont de très bonnes qualités.
 Les pizzas sont restés très bonne même froide, arrivé trop tard à la maison à cause des embouteillages mais sa en valait le coup.
 À visiter sans hésiter.",5
gAAAAABnUs7RopkxL0xF0TS2267hDxD8msbKs7xMnlgnQ2yglCp0CAnkF_NqVIBg1huGlxEg9fc9ttWkYVnJE13auQ11PD8Uu-2h7AGwwpjHdQ-vI6alkgs=,De très bonnes pizzas avec des produits de qualité la pâte façonnée à la polenta est excellente,5
gAAAAABnUs7RopkxL0xF0TS2267hDxD8msbKs7xMnlgnQ2yglCp0CAnkF_NqVIBg1huGlxEg9fc9ttWkYVnJE13auQ11PD8Uu-2h7AGwwpjHdQ-vI6alkgs=,"La meilleure pizza sur Alger, je recommande fortement la buffalo.",5
gAAAAABnUs7RopkxL0xF0TS2267hDxD8msbKs7xMnlgnQ2yglCp0CAnkF_NqVIBg1huGlxEg9fc9ttWkYVnJE13auQ11PD8Uu-2h7AGwwpjHdQ-vI6alkgs=,Super,5
gAAAAABnUs7RopkxL0xF0TS2267hDxD8msbKs7xMnlgnQ2yglCp0CAnkF_NqVIBg1huGlxEg9fc9ttWkYVnJE13auQ11PD8Uu-2h7AGwwpjHdQ-vI6alkgs=,"Pour moi c'est la 2eme meilleure pizzeria a Alger que j'ai goûter. La 1ere le detrone grâce à la cuisson feu de bois.
 Bon les prix sont un peu cher, mais les pizzas sont très bonne. Gros + c'est la possibilité de mettre un paravent pour manger en famille tranquillement et que la femme puisse retirer son niqab et manger à l'aise",5
gAAAAABnUs7REqsu2HhSt3GTN6RINqKNYIl-5I9uY6aeP_eInkI3o-JBwnwpmXZ-Dgiqp6rTeNmnlUv7qxk0DuBfNbgQaB6nSTkf7AB3eXj9KDzED3OU9H0=,"On a pris 3 differents burgger les nuggets etaient trés épicés , la viande n'était pas bonne du tout , sinon l'endroit est trop petit , le service est bien , les serveurs sont sympa,sinon je ne reviendrai jamais , bonne chance",2
gAAAAABnUs7REqsu2HhSt3GTN6RINqKNYIl-5I9uY6aeP_eInkI3o-JBwnwpmXZ-Dgiqp6rTeNmnlUv7qxk0DuBfNbgQaB6nSTkf7AB3eXj9KDzED3OU9H0=,"La 1 ére fois nrohlhom et la dernière ! Makla m3jbtnish mshi waw par rapport le prix dyr asm pour rien roht bzf klit 3ndhom sandwiches et burger bna 3lihom et petit prix, les frites mshi taybin mlih ou mshi bnan , jus mojito 9aras et mor et le service est long .",1
gAAAAABnUs7REqsu2HhSt3GTN6RINqKNYIl-5I9uY6aeP_eInkI3o-JBwnwpmXZ-Dgiqp6rTeNmnlUv7qxk0DuBfNbgQaB6nSTkf7AB3eXj9KDzED3OU9H0=,"Good food, i recommend",4
gAAAAABnUs7REqsu2HhSt3GTN6RINqKNYIl-5I9uY6aeP_eInkI3o-JBwnwpmXZ-Dgiqp6rTeNmnlUv7qxk0DuBfNbgQaB6nSTkf7AB3eXj9KDzED3OU9H0=,Lhaja lwla la propreté 0 les frites b sauce béchamel machi sauce fromage berger mafihch bzf fromage un bou berk drabna sa3a bach jabouna la commande jit le mardi konto fathin we ana eli 9otlek m9t3a manchrobch coka bach t3raf beli sah jit manich nkdeb,1
gAAAAABnUs7REqsu2HhSt3GTN6RINqKNYIl-5I9uY6aeP_eInkI3o-JBwnwpmXZ-Dgiqp6rTeNmnlUv7qxk0DuBfNbgQaB6nSTkf7AB3eXj9KDzED3OU9H0=,Bahh je m’attendais un truc de wow ‍ mais c’est pas fameux,1
gAAAAABnUs7REqsu2HhSt3GTN6RINqKNYIl-5I9uY6aeP_eInkI3o-JBwnwpmXZ-Dgiqp6rTeNmnlUv7qxk0DuBfNbgQaB6nSTkf7AB3eXj9KDzED3OU9H0=,Trop lente la livraison,1
